2012-5-15,06:30:00,2012-5-15,06:30:00,+2,75,Meters
2012-5-15,06:45:00,2012-5-15,06:45:00,+2,70,Meters
2012-5-15,07:00:00,2012-5-15,07:00:00,+2,69,Meters
2012-5-15,07:15:00,2012-5-15,07:15:00,+2,72,Meters
2012-5-15,07:30:00,2012-5-15,07:30:00,+2,78,Meters
2012-5-15,07:45:00,2012-5-15,07:45:00,+2,87,Meters
2012-5-15,08:00:00,2012-5-15,08:00:00,+2,99,Meters
2012-5-15,08:15:00,2012-5-15,08:15:00,+3,14,Meters
2012-5-15,08:30:00,2012-5-15,08:30:00,+3,32,Meters
2012-5-15,08:45:00,2012-5-15,08:45:00,+3,53,Meters
2012-5-15,09:00:00,2012-5-15,09:00:00,+3,76,Meters
2012-5-15,09:15:00,2012-5-15,09:15:00,+4,02,Meters
2012-5-15,09:30:00,2012-5-15,09:30:00,+4,29,Meters
2012-5-15,09:45:00,2012-5-15,09:45:00,+4,58,Meters
2012-5-15,10:00:00,2012-5-15,10:00:00,+4,89,Meters
2012-5-15,10:15:00,2012-5-15,10:15:00,+5,20,Meters
2012-5-15,10:30:00,2012-5-15,10:30:00,+5,51,Meters
2012-5-15,10:45:00,2012-5-15,10:45:00,+5,82,Meters
2012-5-15,11:00:00,2012-5-15,11:00:00,+6,12,Meters
2012-5-15,11:15:00,2012-5-15,11:15:00,+6,40,Meters
2012-5-15,11:30:00,2012-5-15,11:30:00,+6,66,Meters
2012-5-15,11:45:00,2012-5-15,11:45:00,+6,90,Meters
2012-5-15,12:00:00,2012-5-15,12:00:00,+7,10,Meters
2012-5-15,12:15:00,2012-5-15,12:15:00,+7,27,Meters
2012-5-15,12:30:00,2012-5-15,12:30:00,+7,40,Meters
2012-5-15,12:45:00,2012-5-15,12:45:00,+7,49,Meters
2012-5-15,13:00:00,2012-5-15,13:00:00,+7,55,Meters
2012-5-15,13:15:00,2012-5-15,13:15:00,+7,56,Meters
2012-5-15,13:30:00,2012-5-15,13:30:00,+7,54,Meters
2012-5-15,13:45:00,2012-5-15,13:45:00,+7,48,Meters
2012-5-15,14:00:00,2012-5-15,14:00:00,+7,39,Meters
2012-5-15,14:15:00,2012-5-15,14:15:00,+7,27,Meters
2012-5-15,14:30:00,2012-5-15,14:30:00,+7,11,Meters
2012-5-15,14:45:00,2012-5-15,14:45:00,+6,92,Meters
2012-5-15,15:00:00,2012-5-15,15:00:00,+6,71,Meters
2012-5-15,15:15:00,2012-5-15,15:15:00,+6,47,Meters
2012-5-15,15:30:00,2012-5-15,15:30:00,+6,20,Meters
2012-5-15,15:45:00,2012-5-15,15:45:00,+5,92,Meters
2012-5-15,16:00:00,2012-5-15,16:00:00,+5,63,Meters
2012-5-15,16:15:00,2012-5-15,16:15:00,+5,32,Meters
2012-5-15,16:30:00,2012-5-15,16:30:00,+5,02,Meters
2012-5-15,16:45:00,2012-5-15,16:45:00,+4,71,Meters
2012-5-15,17:00:00,2012-5-15,17:00:00,+4,41,Meters
2012-5-15,17:15:00,2012-5-15,17:15:00,+4,12,Meters
